Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
2/23/2020,TST* BARN JOO - ,,49.83,debit,Restaurants,,,
2/23/2020,Bistro,,2.72,debit,Work Lunch & Takeout,,,
2/22/2020,CRUNCHYROLL,,8.49,debit,Subscriptions,,,
2/22/2020,Grocery Store,,50.73,debit,Groceries,,,
2/21/2020,Bistro,,2.72,debit,Work Lunch & Takeout,,,
2/21/2020,GrubHub,,1.15,debit,Work Lunch & Takeout,,,
2/21/2020,Hair Salon,,52.25,debit,Personal Care,,,
2/21/2020,Café,,3.5,debit,Work Lunch & Takeout,,,
2/20/2020,SPECTRUM WOODSIDE ,,49.99,debit,Internet,,,
2/20/2020,T PABT NEW YORK ,,7,debit,Transportation,,,
2/20/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
2/20/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/20/2020,GrubHub,,1.76,debit,Work Lunch & Takeout,,,
2/20/2020,THE BELL HOUSE,,13,debit,Restaurants,,,
2/20/2020,Café,,1.5,debit,Work Lunch & Takeout,,,
2/19/2020,EB *NPRS ASK ME ANOTSAN FRANCISCO CA,,39,debit,Entertainment,,,
2/19/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/19/2020,Rugsusa,,153.64,debit,Home Decor,,,
2/19/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/19/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/19/2020,AOA NEWSSTAND L,,4.3,debit,Work Lunch & Takeout,,,
2/18/2020,ConEd,,72.46,debit,Utilities,,,
2/18/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/18/2020,"WOK  ON THIRD, ",,20.7,debit,Work Lunch & Takeout,,,
2/18/2020,NOCHE DE MARGARITAS,,99.91,debit,Restaurants,,,
2/18/2020,Taco Bell,,11.69,debit,Work Lunch & Takeout,,,
2/18/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/18/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/17/2020,RENEWAL MEMBERSHIP FEE,,95,debit,Service Fee,,,
2/17/2020,"B. Wankel & Son, Inc.",,5.43,debit,Tools,,,
2/17/2020,Ear Nose & Throat,,152.05,debit,Medical & Health,,,
2/16/2020,T  PENN STA NEW YORK ,,61,debit,Transportation,,,
2/16/2020,DELECTICA,,35.56,debit,Restaurants,,,
2/16/2020,GrubHub,,5.41,debit,Work Lunch & Takeout,,,
2/16/2020,Chick-Fil-A,,10.1,debit,Work Lunch & Takeout,,,
2/16/2020,Bistro,,2.99,debit,Work Lunch & Takeout,,,
2/16/2020,Café,,5.95,debit,Work Lunch & Takeout,,,
2/15/2020,Amazon,,53.34,credit,Shopping,,,
2/14/2020,CVS,,4.19,debit,Medical & Health,,,
2/14/2020,JAGEX,,25.99,debit,Subscriptions,,,
2/14/2020,Café,,9.7,debit,Work Lunch & Takeout,,,
2/14/2020,Cash Back Rewards,,96.86,credit,Cash Back Rewards,,,
2/14/2020,GrubHub,,2.4,debit,Work Lunch & Takeout,,,
2/14/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/14/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/14/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
2/14/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/13/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/13/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/13/2020,GrubHub,,2.82,debit,Work Lunch & Takeout,,,
2/13/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/12/2020,Café,,1.9,debit,Work Lunch & Takeout,,,
2/12/2020,SAN MATTEO PIZZA & ESPRE,,23.8,debit,Restaurants,,,
2/12/2020,Café,,7.7,debit,Work Lunch & Takeout,,,
2/11/2020,Style Cleaner Laundry,,5.5,debit,Laundromat,,,
2/11/2020,Grocery Store,,45.04,debit,Groceries,,,
2/11/2020,THE EAST END BAR AND GRIL,,56,debit,Restaurants,,,
2/11/2020,Wayfair,,65.59,debit,Home Decor,,,
2/10/2020,Kingbell Laundry,,14,debit,Laundromat,,,
2/10/2020,"TAB DELI  - NEW YORK, ",,15.24,debit,Restaurants,,,
2/10/2020,Lyft,,36.43,debit,Transportation,,,
2/10/2020,VERY FRESH NOODLES,,33.28,debit,Restaurants,,,
2/10/2020,CORNER BAKERY,,13.55,debit,Work Lunch & Takeout,,,
2/10/2020,BT  MIRAGE,,17.33,debit,Restaurants,,,
2/10/2020,BT  MIRAGE,,7.44,debit,Restaurants,,,
2/9/2020,Grocery Store,,8.03,debit,Groceries,,,
2/9/2020,Le Pain Quotidien,,16.32,debit,Restaurants,,,
2/9/2020,GrubHub,,1.81,debit,Work Lunch & Takeout,,,
2/9/2020,INTL WINGS FACTORY,,34.67,debit,Restaurants,,,
2/9/2020,Café,,2.75,debit,Work Lunch & Takeout,,,
2/9/2020,Potbelly Sandwich Works,,8.26,debit,Work Lunch & Takeout,,,
2/9/2020,Chick-Fil-A,,7.07,debit,Work Lunch & Takeout,,,
2/8/2020,Rugsusa,,155.01,debit,Home Decor,,,
2/8/2020,Ally Interest Paid,,10.76,credit,Interest Income,,,
2/8/2020,Ally Interest Paid,,0.15,credit,Interest Income,,,
2/7/2020,Café,,3.27,debit,Work Lunch & Takeout,,,
2/7/2020,Café,,5.5,debit,Work Lunch & Takeout,,,
2/7/2020,Chipotle,,2.94,debit,Work Lunch & Takeout,,,
2/6/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
2/6/2020,Café,,10.45,debit,Work Lunch & Takeout,,,
2/6/2020,GrubHub,,1.2,debit,Work Lunch & Takeout,,,
2/5/2020,GrubHub,,1.2,debit,Work Lunch & Takeout,,,
2/5/2020,Café,,8.25,debit,Work Lunch & Takeout,,,
2/4/2020,Miss Bubble Laundromat,,11.5,debit,Laundromat,,,
2/4/2020,TST* BAREBURGER TH & ST,,40.68,debit,Restaurants,,,
2/4/2020,XYZ Financial Firm,,500,debit,Investment - Source 2,,,
2/3/2020,"BLINK WEB   - NEW YORK, ",,10.45,debit,Subscriptions,,,
2/3/2020,Grocery Store,,38.55,debit,Groceries,,,
2/3/2020,LEVAIN BAKERY,,8,debit,Restaurants,,,
2/3/2020,DTUT,,18.79,debit,Restaurants,,,
2/3/2020,Amazon,,237.04,debit,Shopping,,,
2/3/2020,Amazon,,53.34,debit,Shopping,,,
2/2/2020,Bistro,,2.99,debit,Work Lunch & Takeout,,,
2/2/2020,Chipotle,,11.65,debit,Work Lunch & Takeout,,,
2/2/2020,Café,,2.75,debit,Work Lunch & Takeout,,,
2/2/2020,Bistro,,2.72,debit,Work Lunch & Takeout,,,
2/2/2020,ICHIRO SUSHI,,61.89,debit,Restaurants,,,
2/1/2020,Check Piad,,2000,debit,Rent,,,
2/1/2020,MEALPAL MEALPAL.COM ,,45.66,debit,Work Lunch & Takeout,,,
1/31/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/31/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/31/2020,Café,,0.31,debit,Work Lunch & Takeout,,,
1/31/2020,Bistro,,2.18,debit,Work Lunch & Takeout,,,
1/31/2020,Ticketmaster,,68,debit,Entertainment,,,
1/31/2020,CVS,,3.78,debit,Medical & Health,,,
1/31/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
1/30/2020,Café,,9.7,debit,Work Lunch & Takeout,,,
1/30/2020,BLACK IRON BURGER,,14.04,debit,Restaurants,,,
1/30/2020,McDonald's,,23.89,debit,Work Lunch & Takeout,,,
1/30/2020,Bistro,,2.99,debit,Work Lunch & Takeout,,,
1/30/2020,Café,,1.19,debit,Work Lunch & Takeout,,,
1/30/2020,Lyft,,21.85,debit,Transportation,,,
1/30/2020,Miss Bubble Laundromat,,9.73,debit,Laundromat,,,
1/29/2020,Bistro,,4.63,debit,Work Lunch & Takeout,,,
1/29/2020,Café,,2.84,debit,Work Lunch & Takeout,,,
1/29/2020,TST* REMO S BRICK OVEN PI,,26.91,debit,Restaurants,,,
1/29/2020,TST* TACO CENTRIC CONCEPT,,61.6,debit,Restaurants,,,
1/29/2020,Café,,4.88,debit,Work Lunch & Takeout,,,
1/29/2020,EVEN NORWALK,,404.8,debit,Hotel,,,
1/29/2020,Verizon Wireless,,84.05,debit,Mobile Phone,,,
1/28/2020,TST* MERCADO - KIOSKS,,9.8,debit,Restaurants,,,
1/28/2020,TST* MERCADO - LENA,,20.3,debit,Restaurants,,,
1/28/2020,FIVE MILESTONE,,26.85,debit,Restaurants,,,
1/28/2020,TST* MERCADO - MAR,,30.48,debit,Restaurants,,,
1/28/2020,Spotify,,15.94,debit,Subscriptions,,,
1/27/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/27/2020,Shake Shack,,5.98,debit,Work Lunch & Takeout,,,
1/27/2020,MNR,,33,debit,Entertainment,,,
1/27/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/27/2020,XYZ Financial Firm,,500,debit,Investment - Source 1,,,
1/26/2020,Café,,2.25,debit,Work Lunch & Takeout,,,
1/26/2020,Café,,7.7,debit,Work Lunch & Takeout,,,
1/26/2020,Chipotle,,2.94,debit,Work Lunch & Takeout,,,
1/26/2020,Miss Bubble Laundromat,,21.2,debit,Laundromat,,,
1/26/2020,Grocery Store,,18.78,debit,Groceries,,,
1/26/2020,Grocery Store,,8.5,debit,Groceries,,,
1/24/2020,Café,,1.5,debit,Work Lunch & Takeout,,,
1/24/2020,Café,,9.25,debit,Work Lunch & Takeout,,,
1/24/2020,ICHIRO SUSHI,,11.16,debit,Restaurants,,,
1/24/2020,GrubHub,,3.6,debit,Work Lunch & Takeout,,,
1/24/2020,AMC,,31.58,debit,Entertainment,,,
1/24/2020,CRUNCHYROLL,,8.49,debit,Subscriptions,,,
1/24/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/23/2020,Pret A Manger,,3.47,debit,Work Lunch & Takeout,,,
1/23/2020,GrubHub,,1.2,debit,Work Lunch & Takeout,,,
1/23/2020,Amazon,,21.76,debit,Shopping,,,
1/23/2020,Amazon,,21.25,debit,Shopping,,,
1/23/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/23/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
1/22/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/22/2020,OTTOSTACOS_,,13.94,debit,Restaurants,,,
1/22/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/21/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/21/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/21/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/21/2020,Grocery Store,,5.09,debit,Groceries,,,
1/21/2020,Café,,9.7,debit,Work Lunch & Takeout,,,
1/21/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/21/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/21/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/20/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/20/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/20/2020,CANAL STREET GRILLE,,32.33,debit,Restaurants,,,
1/20/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/20/2020,REICHENBACH HALL,,86.18,debit,Restaurants,,,
1/20/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/20/2020,CVS,,6.99,debit,Medical & Health,,,
1/20/2020,Grocery Store,,77.83,debit,Groceries,,,
1/20/2020,Grocery Store,,20,debit,Groceries,,,
1/20/2020,My Way Convenient Store - Stella Cider,,15.24,debit,Liquor Store,,,
1/19/2020,Café,,8.45,debit,Work Lunch & Takeout,,,
1/19/2020,Chipotle,,11.65,debit,Work Lunch & Takeout,,,
1/19/2020,METROCARD,,11,debit,Transportation,,,
1/18/2020,"PATCO FREEDOM  PATCO FREEDOM  - COLLINGSWOOD, ",,5.2,debit,Transportation,,,
1/18/2020,"QUICK CHEK FOOD STR   - KEAR, ",,4.11,debit,Restaurants,,,
1/17/2020,GrubHub,,4.26,debit,Work Lunch & Takeout,,,
1/17/2020,Café,,9.25,debit,Work Lunch & Takeout,,,
1/17/2020,Chick-Fil-A,,17.06,debit,Work Lunch & Takeout,,,
1/17/2020,CVS,,5.58,debit,Medical & Health,,,
1/17/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
1/16/2020,Café,,10.75,debit,Work Lunch & Takeout,,,
1/16/2020,GrubHub,,1.81,debit,Work Lunch & Takeout,,,
1/16/2020, Petroleum and Mart ,,31.36,debit,Transportation,,,
1/16/2020,Ear Nose & Throat,,44.1,debit,Medical & Health,,,
1/16/2020,MNR STATION TIX,,15.25,debit,Entertainment,,,
1/15/2020,Café,,1.9,debit,Work Lunch & Takeout,,,
1/15/2020,GrubHub,,3.66,debit,Work Lunch & Takeout,,,
1/15/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/14/2020,Amazon,,28.25,debit,Shopping,,,
1/14/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/13/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/13/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/13/2020,THEWRITINGROOM_,,74.24,debit,Restaurants,,,
1/13/2020,Midnight Express ,,33.74,debit,Restaurants,,,
1/13/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/13/2020,Amazon,,18.5,debit,Shopping,,,
1/13/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/12/2020,Café,,7.7,debit,Work Lunch & Takeout,,,
1/12/2020,Chick-Fil-A,,10.1,debit,Work Lunch & Takeout,,,
1/12/2020,TIM HO WAN,,51.93,debit,Restaurants,,,
1/12/2020,GrubHub,,1.81,debit,Work Lunch & Takeout,,,
1/12/2020,Café,,9.7,debit,Work Lunch & Takeout,,,
1/12/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/12/2020,Bistro,,4.63,debit,Work Lunch & Takeout,,,
1/12/2020,Grocery Store,,45.35,debit,Groceries,,,
1/12/2020,Miss Bubble Laundromat,,26.34,debit,Laundromat,,,
1/11/2020,ZUMIEZ,,47.85,debit,Clothing,,,
1/10/2020,Café,,2.17,debit,Work Lunch & Takeout,,,
1/10/2020,Pret A Manger,,3.47,debit,Work Lunch & Takeout,,,
1/10/2020,Café,,8.45,debit,Work Lunch & Takeout,,,
1/10/2020,VANS,,73.26,debit,Clothing,,,
1/10/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/9/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/9/2020,SMLHOPWONE-,,1.19,debit,Restaurants,,,
1/9/2020,Café,,2.2,debit,Work Lunch & Takeout,,,
1/9/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
1/8/2020,Ally Interest Paid,,13.87,credit,Interest Income,,,
1/8/2020,SMLESSENMA-,,2.32,debit,Restaurants,,,
1/8/2020,Café,,7.7,debit,Work Lunch & Takeout,,,
1/8/2020,SMLESSENMA-,,2.32,debit,Restaurants,,,
1/8/2020,Café,,1.5,debit,Work Lunch & Takeout,,,
1/8/2020,VIETNAAM,,43.02,debit,Restaurants,,,
1/8/2020,"MISTER WRIGHT - NEW YORK, ",,22.84,debit,Liquor Store,,,
1/8/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/8/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
1/7/2020,SP * RAYCONGLOBAL.COM HTTPSRAYCON.M,,74.04,debit,Electronics,,,
1/7/2020,EVERSOURCE,,51.75,debit,Utilities,,,
1/6/2020,REICHENBACH HALL,,18.69,debit,Restaurants,,,
1/6/2020,Barcade,,46.28,debit,Restaurants,,,
1/6/2020,TURNTABLE LP BAR & KARAOK,,67.63,debit,Restaurants,,,
1/6/2020,McDonald's,,8.7,debit,Work Lunch & Takeout,,,
1/6/2020,Amazon,,65.31,debit,Shopping,,,
1/5/2020,MUGHLAI INDIAN CUISI,,33.65,debit,Restaurants,,,
1/5/2020,Café,,1.5,debit,Work Lunch & Takeout,,,
1/5/2020,Café,,1.9,debit,Work Lunch & Takeout,,,
1/5/2020,SMLCIPRIAN-,,2.38,debit,Restaurants,,,
1/5/2020,CORNER BAKERY,,23.57,debit,Work Lunch & Takeout,,,
1/5/2020,Café,,9.7,debit,Work Lunch & Takeout,,,
1/5/2020,Grocery Store,,46.24,debit,Groceries,,,
1/4/2020,Lyft,,20.25,debit,Transportation,,,
1/4/2020,"T  PENN STA   - NEW YORK, ",,65,debit,Transportation,,,
1/3/2020,CHART HOUSE WEEHAWKEN,,760,debit,Restaurants,,,
1/3/2020,E-ZPass,,25,debit,Transportation,,,
1/3/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
1/2/2020,ICHIRO SUSHI,,26.86,debit,Restaurants,,,
1/2/2020,Bistro,,4.63,debit,Work Lunch & Takeout,,,
1/2/2020,T PABT ,,3.5,debit,Transportation,,,
1/2/2020,MITZ,,9.25,debit,Work Lunch & Takeout,,,
1/2/2020,T PABT ,,3.5,debit,Transportation,,,
1/2/2020,Wine & Spirits,,15.23,debit,Liquor Store,,,
1/2/2020,E-ZPass,,25,debit,Transportation,,,
1/2/2020,E-ZPass,,25,debit,Transportation,,,
1/2/2020,MEALPAL MEALPAL.COM ,,45.66,debit,Work Lunch & Takeout,,,
1/2/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
1/2/2020,EVERSOURCE,,25.47,debit,Utilities,,,
1/1/2020,Grocery Store,,19.87,debit,Groceries,,,
1/1/2020,Check Piad,,2000,debit,Rent,,,
